;City;Year;Thermal_stress;size
1338;Москва;2007;moderate heat stress;22
1339;Москва;2007;strong heat stress;7
1340;Москва;2007;extreme heat stress;0
1341;Москва;2008;extreme cold stress;5
1342;Москва;2008;strong cold stress;10
1343;Москва;2008;moderate cold stress;27
1344;Москва;2008;slight cold stress;27
1345;Москва;2008;no thermal stress;37
1346;Москва;2008;slight heat stress;33
1347;Москва;2008;moderate heat stress;11
1348;Москва;2008;strong heat stress;3
1349;Москва;2008;extreme heat stress;0
1350;Москва;2009;extreme cold stress;1
1351;Москва;2009;strong cold stress;0
1352;Москва;2009;moderate cold stress;18
1353;Москва;2009;slight cold stress;32
1354;Москва;2009;no thermal stress;41
1355;Москва;2009;slight heat stress;46
1356;Москва;2009;moderate heat stress;13
1357;Москва;2009;strong heat stress;2
1358;Москва;2009;extreme heat stress;0
1359;Москва;2010;extreme cold stress;1
1360;Москва;2010;strong cold stress;4
1361;Москва;2010;moderate cold stress;12
1362;Москва;2010;slight cold stress;23
1363;Москва;2010;no thermal stress;31
1364;Москва;2010;slight heat stress;25
1365;Москва;2010;moderate heat stress;25
1366;Москва;2010;strong heat stress;24
1367;Москва;2010;extreme heat stress;8
1368;Москва;2011;extreme cold stress;0
1369;Москва;2011;strong cold stress;3
1370;Москва;2011;moderate cold stress;15
1371;Москва;2011;slight cold stress;26
1372;Москва;2011;no thermal stress;35
1373;Москва;2011;slight heat stress;46
1374;Москва;2011;moderate heat stress;24
1375;Москва;2011;strong heat stress;4
1376;Москва;2011;extreme heat stress;0
1377;Москва;2012;extreme cold stress;0
1378;Москва;2012;strong cold stress;2
1379;Москва;2012;moderate cold stress;19
1380;Москва;2012;slight cold stress;31
1381;Москва;2012;no thermal stress;35
1382;Москва;2012;slight heat stress;43
1383;Москва;2012;moderate heat stress;21
1384;Москва;2012;strong heat stress;2
1385;Москва;2012;extreme heat stress;0
1386;Москва;2013;extreme cold stress;5
1387;Москва;2013;strong cold stress;9
1388;Москва;2013;moderate cold stress;8
1389;Москва;2013;slight cold stress;21
1390;Москва;2013;no thermal stress;40
1391;Москва;2013;slight heat stress;39
1392;Москва;2013;moderate heat stress;28
1393;Москва;2013;strong heat stress;3
1394;Москва;2013;extreme heat stress;0
1395;Москва;2014;extreme cold stress;1
1396;Москва;2014;strong cold stress;3
1397;Москва;2014;moderate cold stress;12
1398;Москва;2014;slight cold stress;29
1399;Москва;2014;no thermal stress;32
1400;Москва;2014;slight heat stress;36
1401;Москва;2014;moderate heat stress;30
1402;Москва;2014;strong heat stress;10
1403;Москва;2014;extreme heat stress;0
1404;Москва;2015;extreme cold stress;0
1405;Москва;2015;strong cold stress;2
1406;Москва;2015;moderate cold stress;11
1407;Москва;2015;slight cold stress;28
1408;Москва;2015;no thermal stress;45
1409;Москва;2015;slight heat stress;45
1410;Москва;2015;moderate heat stress;22
1411;Москва;2015;strong heat stress;0
1412;Москва;2015;extreme heat stress;0
1413;Москва;2016;extreme cold stress;2
1414;Москва;2016;strong cold stress;5
1415;Москва;2016;moderate cold stress;20
1416;Москва;2016;slight cold stress;28
1417;Москва;2016;no thermal stress;27
1418;Москва;2016;slight heat stress;34
1419;Москва;2016;moderate heat stress;33
1420;Москва;2016;strong heat stress;4
1421;Москва;2016;extreme heat stress;0
1422;Москва;2017;extreme cold stress;2
1423;Москва;2017;strong cold stress;7
1424;Москва;2017;moderate cold stress;22
1425;Москва;2017;slight cold stress;35
1426;Москва;2017;no thermal stress;40
1427;Москва;2017;slight heat stress;33
1428;Москва;2017;moderate heat stress;13
1429;Москва;2017;strong heat stress;1
1430;Москва;2017;extreme heat stress;0
1431;Москва;2018;extreme cold stress;1
1432;Москва;2018;strong cold stress;4
1433;Москва;2018;moderate cold stress;7
1434;Москва;2018;slight cold stress;18
1435;Москва;2018;no thermal stress;32
1436;Москва;2018;slight heat stress;52
1437;Москва;2018;moderate heat stress;36
1438;Москва;2018;strong heat stress;3
1439;Москва;2018;extreme heat stress;0
1440;Новосибирск;1979;extreme cold stress;1
1441;Новосибирск;1979;strong cold stress;11
1442;Новосибирск;1979;moderate cold stress;22
1443;Новосибирск;1979;slight cold stress;24
1444;Новосибирск;1979;no thermal stress;37
1445;Новосибирск;1979;slight heat stress;32
1446;Новосибирск;1979;moderate heat stress;20
1447;Новосибирск;1979;strong heat stress;6
1448;Новосибирск;1979;extreme heat stress;0
1449;Новосибирск;1980;extreme cold stress;3
1450;Новосибирск;1980;strong cold stress;3
1451;Новосибирск;1980;moderate cold stress;21
1452;Новосибирск;1980;slight cold stress;36
1453;Новосибирск;1980;no thermal stress;33
1454;Новосибирск;1980;slight heat stress;33
1455;Новосибирск;1980;moderate heat stress;16
1456;Новосибирск;1980;strong heat stress;8
1457;Новосибирск;1980;extreme heat stress;0
1458;Новосибирск;1981;extreme cold stress;4
1459;Новосибирск;1981;strong cold stress;8
1460;Новосибирск;1981;moderate cold stress;10
1461;Новосибирск;1981;slight cold stress;21
1462;Новосибирск;1981;no thermal stress;40
1463;Новосибирск;1981;slight heat stress;47
1464;Новосибирск;1981;moderate heat stress;21
1465;Новосибирск;1981;strong heat stress;2
1466;Новосибирск;1981;extreme heat stress;0
1467;Новосибирск;1982;extreme cold stress;4
1468;Новосибирск;1982;strong cold stress;4
1469;Новосибирск;1982;moderate cold stress;13
1470;Новосибирск;1982;slight cold stress;32
1471;Новосибирск;1982;no thermal stress;32
1472;Новосибирск;1982;slight heat stress;29
1473;Новосибирск;1982;moderate heat stress;31
1474;Новосибирск;1982;strong heat stress;8
1475;Новосибирск;1982;extreme heat stress;0
1476;Новосибирск;1983;extreme cold stress;8
1477;Новосибирск;1983;strong cold stress;13
1478;Новосибирск;1983;moderate cold stress;25
1479;Новосибирск;1983;slight cold stress;19
1480;Новосибирск;1983;no thermal stress;32
1481;Новосибирск;1983;slight heat stress;25
1482;Новосибирск;1983;moderate heat stress;28
1483;Новосибирск;1983;strong heat stress;3
1484;Новосибирск;1983;extreme heat stress;0
1485;Новосибирск;1984;extreme cold stress;5
1486;Новосибирск;1984;strong cold stress;9
1487;Новосибирск;1984;moderate cold stress;19
1488;Новосибирск;1984;slight cold stress;33
1489;Новосибирск;1984;no thermal stress;32
1490;Новосибирск;1984;slight heat stress;36
1491;Новосибирск;1984;moderate heat stress;18
1492;Новосибирск;1984;strong heat stress;1
1493;Новосибирск;1984;extreme heat stress;0
1494;Новосибирск;1985;extreme cold stress;6
1495;Новосибирск;1985;strong cold stress;7
1496;Новосибирск;1985;moderate cold stress;21
1497;Новосибирск;1985;slight cold stress;37
1498;Новосибирск;1985;no thermal stress;43
1499;Новосибирск;1985;slight heat stress;25
1500;Новосибирск;1985;moderate heat stress;13
1501;Новосибирск;1985;strong heat stress;1
1502;Новосибирск;1985;extreme heat stress;0
1503;Новосибирск;1986;extreme cold stress;2
1504;Новосибирск;1986;strong cold stress;11
1505;Новосибирск;1986;moderate cold stress;25
1506;Новосибирск;1986;slight cold stress;34
1507;Новосибирск;1986;no thermal stress;35
1508;Новосибирск;1986;slight heat stress;28
1509;Новосибирск;1986;moderate heat stress;13
1510;Новосибирск;1986;strong heat stress;5
1511;Новосибирск;1986;extreme heat stress;0
1512;Новосибирск;1987;extreme cold stress;4
1513;Новосибирск;1987;strong cold stress;11
1514;Новосибирск;1987;moderate cold stress;16
1515;Новосибирск;1987;slight cold stress;33
1516;Новосибирск;1987;no thermal stress;22
1517;Новосибирск;1987;slight heat stress;41
1518;Новосибирск;1987;moderate heat stress;23
1519;Новосибирск;1987;strong heat stress;3
1520;Новосибирск;1987;extreme heat stress;0
1521;Новосибирск;1988;extreme cold stress;1
1522;Новосибирск;1988;strong cold stress;5
1523;Новосибирск;1988;moderate cold stress;23
1524;Новосибирск;1988;slight cold stress;35
1525;Новосибирск;1988;no thermal stress;36
1526;Новосибирск;1988;slight heat stress;30
1527;Новосибирск;1988;moderate heat stress;19
1528;Новосибирск;1988;strong heat stress;4
1529;Новосибирск;1988;extreme heat stress;0
1530;Новосибирск;1989;extreme cold stress;7
1531;Новосибирск;1989;strong cold stress;8
1532;Новосибирск;1989;moderate cold stress;13
1533;Новосибирск;1989;slight cold stress;28
1534;Новосибирск;1989;no thermal stress;24
1535;Новосибирск;1989;slight heat stress;42
1536;Новосибирск;1989;moderate heat stress;23
1537;Новосибирск;1989;strong heat stress;8
1538;Новосибирск;1989;extreme heat stress;0
1539;Новосибирск;1990;extreme cold stress;1
1540;Новосибирск;1990;strong cold stress;8
1541;Новосибирск;1990;moderate cold stress;15
1542;Новосибирск;1990;slight cold stress;24
1543;Новосибирск;1990;no thermal stress;44
1544;Новосибирск;1990;slight heat stress;40
1545;Новосибирск;1990;moderate heat stress;19
1546;Новосибирск;1990;strong heat stress;2
1547;Новосибирск;1990;extreme heat stress;0
1548;Новосибирск;1991;extreme cold stress;1
1549;Новосибирск;1991;strong cold stress;7
1550;Новосибирск;1991;moderate cold stress;12
1551;Новосибирск;1991;slight cold stress;35
1552;Новосибирск;1991;no thermal stress;29
1553;Новосибирск;1991;slight heat stress;38
1554;Новосибирск;1991;moderate heat stress;24
1555;Новосибирск;1991;strong heat stress;7
1556;Новосибирск;1991;extreme heat stress;0
1557;Новосибирск;1992;extreme cold stress;6
1558;Новосибирск;1992;strong cold stress;21
1559;Новосибирск;1992;moderate cold stress;14
1560;Новосибирск;1992;slight cold stress;27
1561;Новосибирск;1992;no thermal stress;30
1562;Новосибирск;1992;slight heat stress;30
1563;Новосибирск;1992;moderate heat stress;17
1564;Новосибирск;1992;strong heat stress;8
1565;Новосибирск;1992;extreme heat stress;0
1566;Новосибирск;1993;extreme cold stress;12
1567;Новосибирск;1993;strong cold stress;13
1568;Новосибирск;1993;moderate cold stress;22
1569;Новосибирск;1993;slight cold stress;19
1570;Новосибирск;1993;no thermal stress;24
1571;Новосибирск;1993;slight heat stress;45
1572;Новосибирск;1993;moderate heat stress;16
1573;Новосибирск;1993;strong heat stress;2
1574;Новосибирск;1993;extreme heat stress;0
1575;Новосибирск;1994;extreme cold stress;1
1576;Новосибирск;1994;strong cold stress;11
1577;Новосибирск;1994;moderate cold stress;20
1578;Новосибирск;1994;slight cold stress;25
1579;Новосибирск;1994;no thermal stress;25
1580;Новосибирск;1994;slight heat stress;34
1581;Новосибирск;1994;moderate heat stress;28
1582;Новосибирск;1994;strong heat stress;9
1583;Новосибирск;1994;extreme heat stress;0
1584;Новосибирск;1995;extreme cold stress;4
1585;Новосибирск;1995;strong cold stress;8
1586;Новосибирск;1995;moderate cold stress;23
1587;Новосибирск;1995;slight cold stress;31
1588;Новосибирск;1995;no thermal stress;28
1589;Новосибирск;1995;slight heat stress;32
1590;Новосибирск;1995;moderate heat stress;21
1591;Новосибирск;1995;strong heat stress;6
1592;Новосибирск;1995;extreme heat stress;0
1593;Новосибирск;1996;extreme cold stress;4
1594;Новосибирск;1996;strong cold stress;16
1595;Новосибирск;1996;moderate cold stress;27
1596;Новосибирск;1996;slight cold stress;26
1597;Новосибирск;1996;no thermal stress;23
1598;Новосибирск;1996;slight heat stress;32
1599;Новосибирск;1996;moderate heat stress;22
1600;Новосибирск;1996;strong heat stress;3
1601;Новосибирск;1996;extreme heat stress;0
1602;Новосибирск;1997;extreme cold stress;1
1603;Новосибирск;1997;strong cold stress;6
1604;Новосибирск;1997;moderate cold stress;26
1605;Новосибирск;1997;slight cold stress;36
1606;Новосибирск;1997;no thermal stress;25
1607;Новосибирск;1997;slight heat stress;39
1608;Новосибирск;1997;moderate heat stress;16
1609;Новосибирск;1997;strong heat stress;4
1610;Новосибирск;1997;extreme heat stress;0
1611;Новосибирск;1998;extreme cold stress;10
1612;Новосибирск;1998;strong cold stress;14
1613;Новосибирск;1998;moderate cold stress;11
1614;Новосибирск;1998;slight cold stress;21
1615;Новосибирск;1998;no thermal stress;27
1616;Новосибирск;1998;slight heat stress;31
1617;Новосибирск;1998;moderate heat stress;30
1618;Новосибирск;1998;strong heat stress;8
1619;Новосибирск;1998;extreme heat stress;1
1620;Новосибирск;1999;extreme cold stress;4
1621;Новосибирск;1999;strong cold stress;9
1622;Новосибирск;1999;moderate cold stress;14
1623;Новосибирск;1999;slight cold stress;23
1624;Новосибирск;1999;no thermal stress;29
1625;Новосибирск;1999;slight heat stress;35
1626;Новосибирск;1999;moderate heat stress;33
1627;Новосибирск;1999;strong heat stress;6
1628;Новосибирск;1999;extreme heat stress;0
1629;Новосибирск;2000;extreme cold stress;9
1630;Новосибирск;2000;strong cold stress;7
1631;Новосибирск;2000;moderate cold stress;17
1632;Новосибирск;2000;slight cold stress;21
1633;Новосибирск;2000;no thermal stress;30
1634;Новосибирск;2000;slight heat stress;46
1635;Новосибирск;2000;moderate heat stress;21
1636;Новосибирск;2000;strong heat stress;2
1637;Новосибирск;2000;extreme heat stress;0
1638;Новосибирск;2001;extreme cold stress;1
1639;Новосибирск;2001;strong cold stress;2
1640;Новосибирск;2001;moderate cold stress;17
1641;Новосибирск;2001;slight cold stress;27
1642;Новосибирск;2001;no thermal stress;41
1643;Новосибирск;2001;slight heat stress;44
1644;Новосибирск;2001;moderate heat stress;17
1645;Новосибирск;2001;strong heat stress;4
1646;Новосибирск;2001;extreme heat stress;0
1647;Новосибирск;2002;extreme cold stress;4
1648;Новосибирск;2002;strong cold stress;5
1649;Новосибирск;2002;moderate cold stress;14
1650;Новосибирск;2002;slight cold stress;32
1651;Новосибирск;2002;no thermal stress;41
1652;Новосибирск;2002;slight heat stress;33
1653;Новосибирск;2002;moderate heat stress;22
1654;Новосибирск;2002;strong heat stress;1
1655;Новосибирск;2002;extreme heat stress;1
1656;Новосибирск;2003;extreme cold stress;2
1657;Новосибирск;2003;strong cold stress;6
1658;Новосибирск;2003;moderate cold stress;13
1659;Новосибирск;2003;slight cold stress;17
1660;Новосибирск;2003;no thermal stress;35
1661;Новосибирск;2003;slight heat stress;46
1662;Новосибирск;2003;moderate heat stress;32
1663;Новосибирск;2003;strong heat stress;2
1664;Новосибирск;2003;extreme heat stress;0
1665;Новосибирск;2004;extreme cold stress;7
1666;Новосибирск;2004;strong cold stress;6
1667;Новосибирск;2004;moderate cold stress;13
1668;Новосибирск;2004;slight cold stress;17
1669;Новосибирск;2004;no thermal stress;36
1670;Новосибирск;2004;slight heat stress;35
1671;Новосибирск;2004;moderate heat stress;33
1672;Новосибирск;2004;strong heat stress;5
1673;Новосибирск;2004;extreme heat stress;1
1674;Новосибирск;2005;extreme cold stress;2
1675;Новосибирск;2005;strong cold stress;5
1676;Новосибирск;2005;moderate cold stress;13
1677;Новосибирск;2005;slight cold stress;35
1678;Новосибирск;2005;no thermal stress;33
1679;Новосибирск;2005;slight heat stress;31
1680;Новосибирск;2005;moderate heat stress;26
1681;Новосибирск;2005;strong heat stress;8
1682;Новосибирск;2005;extreme heat stress;0
1683;Новосибирск;2006;extreme cold stress;4
1684;Новосибирск;2006;strong cold stress;6
1685;Новосибирск;2006;moderate cold stress;17
1686;Новосибирск;2006;slight cold stress;32
1687;Новосибирск;2006;no thermal stress;29
1688;Новосибирск;2006;slight heat stress;29
1689;Новосибирск;2006;moderate heat stress;29
1690;Новосибирск;2006;strong heat stress;7
1691;Новосибирск;2006;extreme heat stress;0
1692;Новосибирск;2007;extreme cold stress;2
1693;Новосибирск;2007;strong cold stress;3
1694;Новосибирск;2007;moderate cold stress;24
1695;Новосибирск;2007;slight cold stress;39
1696;Новосибирск;2007;no thermal stress;27
1697;Новосибирск;2007;slight heat stress;31
1698;Новосибирск;2007;moderate heat stress;21
1699;Новосибирск;2007;strong heat stress;6
1700;Новосибирск;2007;extreme heat stress;0
1701;Новосибирск;2008;extreme cold stress;5
1702;Новосибирск;2008;strong cold stress;9
1703;Новосибирск;2008;moderate cold stress;19
1704;Новосибирск;2008;slight cold stress;20
1705;Новосибирск;2008;no thermal stress;33
1706;Новосибирск;2008;slight heat stress;36
1707;Новосибирск;2008;moderate heat stress;29
1708;Новосибирск;2008;strong heat stress;2
1709;Новосибирск;2008;extreme heat stress;0
1710;Новосибирск;2009;extreme cold stress;3
1711;Новосибирск;2009;strong cold stress;4
1712;Новосибирск;2009;moderate cold stress;24
1713;Новосибирск;2009;slight cold stress;33
1714;Новосибирск;2009;no thermal stress;39
1715;Новосибирск;2009;slight heat stress;34
1716;Новосибирск;2009;moderate heat stress;15
1717;Новосибирск;2009;strong heat stress;1
1718;Новосибирск;2009;extreme heat stress;0
1719;Новосибирск;2010;extreme cold stress;4
1720;Новосибирск;2010;strong cold stress;14
1721;Новосибирск;2010;moderate cold stress;23
1722;Новосибирск;2010;slight cold stress;27
1723;Новосибирск;2010;no thermal stress;36
1724;Новосибирск;2010;slight heat stress;25
1725;Новосибирск;2010;moderate heat stress;16
1726;Новосибирск;2010;strong heat stress;8
1727;Новосибирск;2010;extreme heat stress;0
1728;Новосибирск;2011;extreme cold stress;2
1729;Новосибирск;2011;strong cold stress;3
1730;Новосибирск;2011;moderate cold stress;18
1731;Новосибирск;2011;slight cold stress;34
1732;Новосибирск;2011;no thermal stress;32
1733;Новосибирск;2011;slight heat stress;43
1734;Новосибирск;2011;moderate heat stress;19
1735;Новосибирск;2011;strong heat stress;2
1736;Новосибирск;2011;extreme heat stress;0
1737;Новосибирск;2012;extreme cold stress;0
1738;Новосибирск;2012;strong cold stress;7
1739;Новосибирск;2012;moderate cold stress;20
1740;Новосибирск;2012;slight cold stress;18
1741;Новосибирск;2012;no thermal stress;20
1742;Новосибирск;2012;slight heat stress;32
1743;Новосибирск;2012;moderate heat stress;37
1744;Новосибирск;2012;strong heat stress;18
1745;Новосибирск;2012;extreme heat stress;1
1746;Новосибирск;2013;extreme cold stress;7
1747;Новосибирск;2013;strong cold stress;18
1748;Новосибирск;2013;moderate cold stress;21
1749;Новосибирск;2013;slight cold stress;25
1750;Новосибирск;2013;no thermal stress;28
1751;Новосибирск;2013;slight heat stress;43
1752;Новосибирск;2013;moderate heat stress;11
1753;Новосибирск;2013;strong heat stress;0
1754;Новосибирск;2013;extreme heat stress;0
1755;Новосибирск;2014;extreme cold stress;6
1756;Новосибирск;2014;strong cold stress;7
1757;Новосибирск;2014;moderate cold stress;28
1758;Новосибирск;2014;slight cold stress;25
1759;Новосибирск;2014;no thermal stress;19
1760;Новосибирск;2014;slight heat stress;28
1761;Новосибирск;2014;moderate heat stress;29
1762;Новосибирск;2014;strong heat stress;10
1763;Новосибирск;2014;extreme heat stress;1
1764;Новосибирск;2015;extreme cold stress;7
1765;Новосибирск;2015;strong cold stress;10
1766;Новосибирск;2015;moderate cold stress;10
1767;Новосибирск;2015;slight cold stress;27
1768;Новосибирск;2015;no thermal stress;28
1769;Новосибирск;2015;slight heat stress;35
1770;Новосибирск;2015;moderate heat stress;27
1771;Новосибирск;2015;strong heat stress;8
1772;Новосибирск;2015;extreme heat stress;1
1773;Новосибирск;2016;extreme cold stress;3
1774;Новосибирск;2016;strong cold stress;7
1775;Новосибирск;2016;moderate cold stress;12
1776;Новосибирск;2016;slight cold stress;19
1777;Новосибирск;2016;no thermal stress;27
1778;Новосибирск;2016;slight heat stress;50
1779;Новосибирск;2016;moderate heat stress;31
1780;Новосибирск;2016;strong heat stress;4
1781;Новосибирск;2016;extreme heat stress;0
1782;Новосибирск;2017;extreme cold stress;10
1783;Новосибирск;2017;strong cold stress;9
1784;Новосибирск;2017;moderate cold stress;14
1785;Новосибирск;2017;slight cold stress;17
1786;Новосибирск;2017;no thermal stress;38
1787;Новосибирск;2017;slight heat stress;32
1788;Новосибирск;2017;moderate heat stress;27
1789;Новосибирск;2017;strong heat stress;5
1790;Новосибирск;2017;extreme heat stress;1
1791;Новосибирск;2018;extreme cold stress;4
1792;Новосибирск;2018;strong cold stress;11
1793;Новосибирск;2018;moderate cold stress;26
1794;Новосибирск;2018;slight cold stress;22
1795;Новосибирск;2018;no thermal stress;30
1796;Новосибирск;2018;slight heat stress;31
1797;Новосибирск;2018;moderate heat stress;22
1798;Новосибирск;2018;strong heat stress;7
1799;Новосибирск;2018;extreme heat stress;0
1800;Санкт-Перербург;1979;extreme cold stress;2
1801;Санкт-Перербург;1979;strong cold stress;8
1802;Санкт-Перербург;1979;moderate cold stress;26
1803;Санкт-Перербург;1979;slight cold stress;34
1804;Санкт-Перербург;1979;no thermal stress;44
1805;Санкт-Перербург;1979;slight heat stress;31
1806;Санкт-Перербург;1979;moderate heat stress;8
1807;Санкт-Перербург;1979;strong heat stress;0
1808;Санкт-Перербург;1979;extreme heat stress;0
1809;Санкт-Перербург;1980;extreme cold stress;7
1810;Санкт-Перербург;1980;strong cold stress;13
1811;Санкт-Перербург;1980;moderate cold stress;30
1812;Санкт-Перербург;1980;slight cold stress;30
1813;Санкт-Перербург;1980;no thermal stress;35
1814;Санкт-Перербург;1980;slight heat stress;24
1815;Санкт-Перербург;1980;moderate heat stress;14
1816;Санкт-Перербург;1980;strong heat stress;0
1817;Санкт-Перербург;1980;extreme heat stress;0
1818;Санкт-Перербург;1981;extreme cold stress;2
1819;Санкт-Перербург;1981;strong cold stress;10
1820;Санкт-Перербург;1981;moderate cold stress;19
1821;Санкт-Перербург;1981;slight cold stress;43
1822;Санкт-Перербург;1981;no thermal stress;33
1823;Санкт-Перербург;1981;slight heat stress;32
1824;Санкт-Перербург;1981;moderate heat stress;14
1825;Санкт-Перербург;1981;strong heat stress;0
1826;Санкт-Перербург;1981;extreme heat stress;0
1827;Санкт-Перербург;1982;extreme cold stress;1
1828;Санкт-Перербург;1982;strong cold stress;14
1829;Санкт-Перербург;1982;moderate cold stress;29
1830;Санкт-Перербург;1982;slight cold stress;47
1831;Санкт-Перербург;1982;no thermal stress;33
1832;Санкт-Перербург;1982;slight heat stress;23
1833;Санкт-Перербург;1982;moderate heat stress;6
1834;Санкт-Перербург;1982;strong heat stress;0
1835;Санкт-Перербург;1982;extreme heat stress;0
1836;Санкт-Перербург;1983;extreme cold stress;2
1837;Санкт-Перербург;1983;strong cold stress;9
1838;Санкт-Перербург;1983;moderate cold stress;16
1839;Санкт-Перербург;1983;slight cold stress;45
1840;Санкт-Перербург;1983;no thermal stress;39
1841;Санкт-Перербург;1983;slight heat stress;31
1842;Санкт-Перербург;1983;moderate heat stress;11
1843;Санкт-Перербург;1983;strong heat stress;0
1844;Санкт-Перербург;1983;extreme heat stress;0
1845;Санкт-Перербург;1984;extreme cold stress;0
1846;Санкт-Перербург;1984;strong cold stress;9
1847;Санкт-Перербург;1984;moderate cold stress;35
1848;Санкт-Перербург;1984;slight cold stress;32
1849;Санкт-Перербург;1984;no thermal stress;46
1850;Санкт-Перербург;1984;slight heat stress;22
1851;Санкт-Перербург;1984;moderate heat stress;9
1852;Санкт-Перербург;1984;strong heat stress;0
1853;Санкт-Перербург;1984;extreme heat stress;0
1854;Санкт-Перербург;1985;extreme cold stress;4
1855;Санкт-Перербург;1985;strong cold stress;11
1856;Санкт-Перербург;1985;moderate cold stress;27
1857;Санкт-Перербург;1985;slight cold stress;45
1858;Санкт-Перербург;1985;no thermal stress;34
1859;Санкт-Перербург;1985;slight heat stress;26
1860;Санкт-Перербург;1985;moderate heat stress;4
1861;Санкт-Перербург;1985;strong heat stress;2
1862;Санкт-Перербург;1985;extreme heat stress;0
1863;Санкт-Перербург;1986;extreme cold stress;9
1864;Санкт-Перербург;1986;strong cold stress;13
1865;Санкт-Перербург;1986;moderate cold stress;25
1866;Санкт-Перербург;1986;slight cold stress;34
1867;Санкт-Перербург;1986;no thermal stress;30
1868;Санкт-Перербург;1986;slight heat stress;28
1869;Санкт-Перербург;1986;moderate heat stress;14
1870;Санкт-Перербург;1986;strong heat stress;0
1871;Санкт-Перербург;1986;extreme heat stress;0
1872;Санкт-Перербург;1987;extreme cold stress;9
1873;Санкт-Перербург;1987;strong cold stress;22
1874;Санкт-Перербург;1987;moderate cold stress;20
1875;Санкт-Перербург;1987;slight cold stress;41
1876;Санкт-Перербург;1987;no thermal stress;46
1877;Санкт-Перербург;1987;slight heat stress;12
1878;Санкт-Перербург;1987;moderate heat stress;3
1879;Санкт-Перербург;1987;strong heat stress;0
1880;Санкт-Перербург;1987;extreme heat stress;0
1881;Санкт-Перербург;1988;extreme cold stress;0
1882;Санкт-Перербург;1988;strong cold stress;8
1883;Санкт-Перербург;1988;moderate cold stress;19
1884;Санкт-Перербург;1988;slight cold stress;34
1885;Санкт-Перербург;1988;no thermal stress;42
1886;Санкт-Перербург;1988;slight heat stress;26
1887;Санкт-Перербург;1988;moderate heat stress;24
1888;Санкт-Перербург;1988;strong heat stress;0
1889;Санкт-Перербург;1988;extreme heat stress;0
1890;Санкт-Перербург;1989;extreme cold stress;0
1891;Санкт-Перербург;1989;strong cold stress;5
1892;Санкт-Перербург;1989;moderate cold stress;20
1893;Санкт-Перербург;1989;slight cold stress;44
1894;Санкт-Перербург;1989;no thermal stress;40
1895;Санкт-Перербург;1989;slight heat stress;35
1896;Санкт-Перербург;1989;moderate heat stress;9
1897;Санкт-Перербург;1989;strong heat stress;0
1898;Санкт-Перербург;1989;extreme heat stress;0
1899;Санкт-Перербург;1990;extreme cold stress;6
1900;Санкт-Перербург;1990;strong cold stress;14
1901;Санкт-Перербург;1990;moderate cold stress;36
1902;Санкт-Перербург;1990;slight cold stress;36
1903;Санкт-Перербург;1990;no thermal stress;36
1904;Санкт-Перербург;1990;slight heat stress;23
1905;Санкт-Перербург;1990;moderate heat stress;2
1906;Санкт-Перербург;1990;strong heat stress;0
1907;Санкт-Перербург;1990;extreme heat stress;0
1908;Санкт-Перербург;1991;extreme cold stress;2
1909;Санкт-Перербург;1991;strong cold stress;7
1910;Санкт-Перербург;1991;moderate cold stress;33
1911;Санкт-Перербург;1991;slight cold stress;39
1912;Санкт-Перербург;1991;no thermal stress;37
1913;Санкт-Перербург;1991;slight heat stress;26
1914;Санкт-Перербург;1991;moderate heat stress;9
1915;Санкт-Перербург;1991;strong heat stress;0
1916;Санкт-Перербург;1991;extreme heat stress;0
1917;Санкт-Перербург;1992;extreme cold stress;0
1918;Санкт-Перербург;1992;strong cold stress;5
1919;Санкт-Перербург;1992;moderate cold stress;23
1920;Санкт-Перербург;1992;slight cold stress;41
1921;Санкт-Перербург;1992;no thermal stress;38
1922;Санкт-Перербург;1992;slight heat stress;32
1923;Санкт-Перербург;1992;moderate heat stress;14
1924;Санкт-Перербург;1992;strong heat stress;0
1925;Санкт-Перербург;1992;extreme heat stress;0
1926;Санкт-Перербург;1993;extreme cold stress;7
1927;Санкт-Перербург;1993;strong cold stress;11
1928;Санкт-Перербург;1993;moderate cold stress;38
1929;Санкт-Перербург;1993;slight cold stress;28
1930;Санкт-Перербург;1993;no thermal stress;43
1931;Санкт-Перербург;1993;slight heat stress;25
1932;Санкт-Перербург;1993;moderate heat stress;1
1933;Санкт-Перербург;1993;strong heat stress;0
1934;Санкт-Перербург;1993;extreme heat stress;0
1935;Санкт-Перербург;1994;extreme cold stress;3
1936;Санкт-Перербург;1994;strong cold stress;9
1937;Санкт-Перербург;1994;moderate cold stress;28
1938;Санкт-Перербург;1994;slight cold stress;50
1939;Санкт-Перербург;1994;no thermal stress;33
1940;Санкт-Перербург;1994;slight heat stress;14
1941;Санкт-Перербург;1994;moderate heat stress;14
1942;Санкт-Перербург;1994;strong heat stress;2
1943;Санкт-Перербург;1994;extreme heat stress;0
1944;Санкт-Перербург;1995;extreme cold stress;6
1945;Санкт-Перербург;1995;strong cold stress;6
1946;Санкт-Перербург;1995;moderate cold stress;24
1947;Санкт-Перербург;1995;slight cold stress;29
1948;Санкт-Перербург;1995;no thermal stress;48
1949;Санкт-Перербург;1995;slight heat stress;31
1950;Санкт-Перербург;1995;moderate heat stress;9
1951;Санкт-Перербург;1995;strong heat stress;0
1952;Санкт-Перербург;1995;extreme heat stress;0
1953;Санкт-Перербург;1996;extreme cold stress;6
