;City;Year;Thermal_stress;size
652;Екатеринбург;2011;no thermal stress;37
653;Екатеринбург;2011;slight heat stress;29
654;Екатеринбург;2011;moderate heat stress;17
655;Екатеринбург;2011;strong heat stress;2
656;Екатеринбург;2011;extreme heat stress;0
657;Екатеринбург;2012;extreme cold stress;1
658;Екатеринбург;2012;strong cold stress;9
659;Екатеринбург;2012;moderate cold stress;16
660;Екатеринбург;2012;slight cold stress;28
661;Екатеринбург;2012;no thermal stress;32
662;Екатеринбург;2012;slight heat stress;29
663;Екатеринбург;2012;moderate heat stress;23
664;Екатеринбург;2012;strong heat stress;15
665;Екатеринбург;2012;extreme heat stress;0
666;Екатеринбург;2013;extreme cold stress;4
667;Екатеринбург;2013;strong cold stress;10
668;Екатеринбург;2013;moderate cold stress;15
669;Екатеринбург;2013;slight cold stress;34
670;Екатеринбург;2013;no thermal stress;30
671;Екатеринбург;2013;slight heat stress;41
672;Екатеринбург;2013;moderate heat stress;15
673;Екатеринбург;2013;strong heat stress;4
674;Екатеринбург;2013;extreme heat stress;0
675;Екатеринбург;2014;extreme cold stress;3
676;Екатеринбург;2014;strong cold stress;20
677;Екатеринбург;2014;moderate cold stress;20
678;Екатеринбург;2014;slight cold stress;39
679;Екатеринбург;2014;no thermal stress;29
680;Екатеринбург;2014;slight heat stress;30
681;Екатеринбург;2014;moderate heat stress;12
682;Екатеринбург;2014;strong heat stress;0
683;Екатеринбург;2014;extreme heat stress;0
684;Екатеринбург;2015;extreme cold stress;2
685;Екатеринбург;2015;strong cold stress;10
686;Екатеринбург;2015;moderate cold stress;35
687;Екатеринбург;2015;slight cold stress;45
688;Екатеринбург;2015;no thermal stress;25
689;Екатеринбург;2015;slight heat stress;17
690;Екатеринбург;2015;moderate heat stress;17
691;Екатеринбург;2015;strong heat stress;2
692;Екатеринбург;2015;extreme heat stress;0
693;Екатеринбург;2016;extreme cold stress;1
694;Екатеринбург;2016;strong cold stress;14
695;Екатеринбург;2016;moderate cold stress;18
696;Екатеринбург;2016;slight cold stress;13
697;Екатеринбург;2016;no thermal stress;36
698;Екатеринбург;2016;slight heat stress;30
699;Екатеринбург;2016;moderate heat stress;29
700;Екатеринбург;2016;strong heat stress;12
701;Екатеринбург;2016;extreme heat stress;0
702;Екатеринбург;2017;extreme cold stress;8
703;Екатеринбург;2017;strong cold stress;16
704;Екатеринбург;2017;moderate cold stress;19
705;Екатеринбург;2017;slight cold stress;28
706;Екатеринбург;2017;no thermal stress;35
707;Екатеринбург;2017;slight heat stress;38
708;Екатеринбург;2017;moderate heat stress;7
709;Екатеринбург;2017;strong heat stress;2
710;Екатеринбург;2017;extreme heat stress;0
711;Екатеринбург;2018;extreme cold stress;4
712;Екатеринбург;2018;strong cold stress;11
713;Екатеринбург;2018;moderate cold stress;29
714;Екатеринбург;2018;slight cold stress;38
715;Екатеринбург;2018;no thermal stress;27
716;Екатеринбург;2018;slight heat stress;26
717;Екатеринбург;2018;moderate heat stress;16
718;Екатеринбург;2018;strong heat stress;2
719;Екатеринбург;2018;extreme heat stress;0
720;Краснодар;1979;extreme cold stress;0
721;Краснодар;1979;strong cold stress;0
722;Краснодар;1979;moderate cold stress;0
723;Краснодар;1979;slight cold stress;2
724;Краснодар;1979;no thermal stress;6
725;Краснодар;1979;slight heat stress;36
726;Краснодар;1979;moderate heat stress;66
727;Краснодар;1979;strong heat stress;38
728;Краснодар;1979;extreme heat stress;5
729;Краснодар;1980;extreme cold stress;0
730;Краснодар;1980;strong cold stress;1
731;Краснодар;1980;moderate cold stress;4
732;Краснодар;1980;slight cold stress;16
733;Краснодар;1980;no thermal stress;19
734;Краснодар;1980;slight heat stress;30
735;Краснодар;1980;moderate heat stress;45
736;Краснодар;1980;strong heat stress;29
737;Краснодар;1980;extreme heat stress;9
738;Краснодар;1981;extreme cold stress;0
739;Краснодар;1981;strong cold stress;1
740;Краснодар;1981;moderate cold stress;1
741;Краснодар;1981;slight cold stress;11
742;Краснодар;1981;no thermal stress;12
743;Краснодар;1981;slight heat stress;42
744;Краснодар;1981;moderate heat stress;44
745;Краснодар;1981;strong heat stress;36
746;Краснодар;1981;extreme heat stress;6
747;Краснодар;1982;extreme cold stress;0
748;Краснодар;1982;strong cold stress;0
749;Краснодар;1982;moderate cold stress;0
750;Краснодар;1982;slight cold stress;4
751;Краснодар;1982;no thermal stress;21
752;Краснодар;1982;slight heat stress;55
753;Краснодар;1982;moderate heat stress;46
754;Краснодар;1982;strong heat stress;27
755;Краснодар;1982;extreme heat stress;0
756;Краснодар;1983;extreme cold stress;0
757;Краснодар;1983;strong cold stress;0
758;Краснодар;1983;moderate cold stress;1
759;Краснодар;1983;slight cold stress;6
760;Краснодар;1983;no thermal stress;20
761;Краснодар;1983;slight heat stress;50
762;Краснодар;1983;moderate heat stress;40
763;Краснодар;1983;strong heat stress;28
764;Краснодар;1983;extreme heat stress;8
765;Краснодар;1984;extreme cold stress;0
766;Краснодар;1984;strong cold stress;0
767;Краснодар;1984;moderate cold stress;0
768;Краснодар;1984;slight cold stress;4
769;Краснодар;1984;no thermal stress;15
770;Краснодар;1984;slight heat stress;55
771;Краснодар;1984;moderate heat stress;56
772;Краснодар;1984;strong heat stress;21
773;Краснодар;1984;extreme heat stress;2
774;Краснодар;1985;extreme cold stress;0
775;Краснодар;1985;strong cold stress;0
776;Краснодар;1985;moderate cold stress;1
777;Краснодар;1985;slight cold stress;9
778;Краснодар;1985;no thermal stress;26
779;Краснодар;1985;slight heat stress;34
780;Краснодар;1985;moderate heat stress;49
781;Краснодар;1985;strong heat stress;28
782;Краснодар;1985;extreme heat stress;6
783;Краснодар;1986;extreme cold stress;0
784;Краснодар;1986;strong cold stress;1
785;Краснодар;1986;moderate cold stress;4
786;Краснодар;1986;slight cold stress;8
787;Краснодар;1986;no thermal stress;11
788;Краснодар;1986;slight heat stress;23
789;Краснодар;1986;moderate heat stress;52
790;Краснодар;1986;strong heat stress;46
791;Краснодар;1986;extreme heat stress;8
792;Краснодар;1987;extreme cold stress;0
793;Краснодар;1987;strong cold stress;0
794;Краснодар;1987;moderate cold stress;5
795;Краснодар;1987;slight cold stress;9
796;Краснодар;1987;no thermal stress;28
797;Краснодар;1987;slight heat stress;36
798;Краснодар;1987;moderate heat stress;57
799;Краснодар;1987;strong heat stress;13
800;Краснодар;1987;extreme heat stress;5
801;Краснодар;1988;extreme cold stress;0
802;Краснодар;1988;strong cold stress;0
803;Краснодар;1988;moderate cold stress;3
804;Краснодар;1988;slight cold stress;11
805;Краснодар;1988;no thermal stress;20
806;Краснодар;1988;slight heat stress;36
807;Краснодар;1988;moderate heat stress;61
808;Краснодар;1988;strong heat stress;20
809;Краснодар;1988;extreme heat stress;2
810;Краснодар;1989;extreme cold stress;0
811;Краснодар;1989;strong cold stress;0
812;Краснодар;1989;moderate cold stress;1
813;Краснодар;1989;slight cold stress;13
814;Краснодар;1989;no thermal stress;17
815;Краснодар;1989;slight heat stress;31
816;Краснодар;1989;moderate heat stress;54
817;Краснодар;1989;strong heat stress;36
818;Краснодар;1989;extreme heat stress;1
819;Краснодар;1990;extreme cold stress;0
820;Краснодар;1990;strong cold stress;0
821;Краснодар;1990;moderate cold stress;3
822;Краснодар;1990;slight cold stress;8
823;Краснодар;1990;no thermal stress;22
824;Краснодар;1990;slight heat stress;34
825;Краснодар;1990;moderate heat stress;57
826;Краснодар;1990;strong heat stress;25
827;Краснодар;1990;extreme heat stress;4
828;Краснодар;1991;extreme cold stress;0
829;Краснодар;1991;strong cold stress;1
830;Краснодар;1991;moderate cold stress;1
831;Краснодар;1991;slight cold stress;14
832;Краснодар;1991;no thermal stress;19
833;Краснодар;1991;slight heat stress;35
834;Краснодар;1991;moderate heat stress;43
835;Краснодар;1991;strong heat stress;34
836;Краснодар;1991;extreme heat stress;6
837;Краснодар;1992;extreme cold stress;0
838;Краснодар;1992;strong cold stress;0
839;Краснодар;1992;moderate cold stress;1
840;Краснодар;1992;slight cold stress;17
841;Краснодар;1992;no thermal stress;25
842;Краснодар;1992;slight heat stress;39
843;Краснодар;1992;moderate heat stress;57
844;Краснодар;1992;strong heat stress;12
845;Краснодар;1992;extreme heat stress;2
846;Краснодар;1993;extreme cold stress;0
847;Краснодар;1993;strong cold stress;0
848;Краснодар;1993;moderate cold stress;1
849;Краснодар;1993;slight cold stress;8
850;Краснодар;1993;no thermal stress;32
851;Краснодар;1993;slight heat stress;52
852;Краснодар;1993;moderate heat stress;41
853;Краснодар;1993;strong heat stress;18
854;Краснодар;1993;extreme heat stress;1
855;Краснодар;1994;extreme cold stress;0
856;Краснодар;1994;strong cold stress;0
857;Краснодар;1994;moderate cold stress;4
858;Краснодар;1994;slight cold stress;5
859;Краснодар;1994;no thermal stress;15
860;Краснодар;1994;slight heat stress;41
861;Краснодар;1994;moderate heat stress;52
862;Краснодар;1994;strong heat stress;32
863;Краснодар;1994;extreme heat stress;4
864;Краснодар;1995;extreme cold stress;0
865;Краснодар;1995;strong cold stress;0
866;Краснодар;1995;moderate cold stress;5
867;Краснодар;1995;slight cold stress;9
868;Краснодар;1995;no thermal stress;15
869;Краснодар;1995;slight heat stress;30
870;Краснодар;1995;moderate heat stress;62
871;Краснодар;1995;strong heat stress;31
872;Краснодар;1995;extreme heat stress;1
873;Краснодар;1996;extreme cold stress;0
874;Краснодар;1996;strong cold stress;1
875;Краснодар;1996;moderate cold stress;3
876;Краснодар;1996;slight cold stress;12
877;Краснодар;1996;no thermal stress;17
878;Краснодар;1996;slight heat stress;39
879;Краснодар;1996;moderate heat stress;48
880;Краснодар;1996;strong heat stress;20
881;Краснодар;1996;extreme heat stress;13
882;Краснодар;1997;extreme cold stress;0
883;Краснодар;1997;strong cold stress;0
884;Краснодар;1997;moderate cold stress;1
885;Краснодар;1997;slight cold stress;16
886;Краснодар;1997;no thermal stress;19
887;Краснодар;1997;slight heat stress;41
888;Краснодар;1997;moderate heat stress;53
889;Краснодар;1997;strong heat stress;23
890;Краснодар;1997;extreme heat stress;0
891;Краснодар;1998;extreme cold stress;0
892;Краснодар;1998;strong cold stress;0
893;Краснодар;1998;moderate cold stress;0
894;Краснодар;1998;slight cold stress;3
895;Краснодар;1998;no thermal stress;19
896;Краснодар;1998;slight heat stress;40
897;Краснодар;1998;moderate heat stress;43
898;Краснодар;1998;strong heat stress;33
899;Краснодар;1998;extreme heat stress;15
900;Краснодар;1999;extreme cold stress;0
901;Краснодар;1999;strong cold stress;0
902;Краснодар;1999;moderate cold stress;3
903;Краснодар;1999;slight cold stress;10
904;Краснодар;1999;no thermal stress;27
905;Краснодар;1999;slight heat stress;33
906;Краснодар;1999;moderate heat stress;34
907;Краснодар;1999;strong heat stress;34
908;Краснодар;1999;extreme heat stress;12
909;Краснодар;2000;extreme cold stress;0
910;Краснодар;2000;strong cold stress;0
911;Краснодар;2000;moderate cold stress;3
912;Краснодар;2000;slight cold stress;19
913;Краснодар;2000;no thermal stress;22
914;Краснодар;2000;slight heat stress;23
915;Краснодар;2000;moderate heat stress;45
916;Краснодар;2000;strong heat stress;32
917;Краснодар;2000;extreme heat stress;9
918;Краснодар;2001;extreme cold stress;0
919;Краснодар;2001;strong cold stress;0
920;Краснодар;2001;moderate cold stress;0
921;Краснодар;2001;slight cold stress;15
922;Краснодар;2001;no thermal stress;22
923;Краснодар;2001;slight heat stress;37
924;Краснодар;2001;moderate heat stress;37
925;Краснодар;2001;strong heat stress;21
926;Краснодар;2001;extreme heat stress;21
927;Краснодар;2002;extreme cold stress;0
928;Краснодар;2002;strong cold stress;0
929;Краснодар;2002;moderate cold stress;0
930;Краснодар;2002;slight cold stress;7
931;Краснодар;2002;no thermal stress;27
932;Краснодар;2002;slight heat stress;41
933;Краснодар;2002;moderate heat stress;49
934;Краснодар;2002;strong heat stress;25
935;Краснодар;2002;extreme heat stress;4
936;Краснодар;2003;extreme cold stress;0
937;Краснодар;2003;strong cold stress;1
938;Краснодар;2003;moderate cold stress;1
939;Краснодар;2003;slight cold stress;5
940;Краснодар;2003;no thermal stress;20
941;Краснодар;2003;slight heat stress;40
942;Краснодар;2003;moderate heat stress;60
943;Краснодар;2003;strong heat stress;21
944;Краснодар;2003;extreme heat stress;5
945;Краснодар;2004;extreme cold stress;0
946;Краснодар;2004;strong cold stress;0
947;Краснодар;2004;moderate cold stress;0
948;Краснодар;2004;slight cold stress;11
949;Краснодар;2004;no thermal stress;21
950;Краснодар;2004;slight heat stress;39
951;Краснодар;2004;moderate heat stress;61
952;Краснодар;2004;strong heat stress;21
953;Краснодар;2004;extreme heat stress;0
954;Краснодар;2005;extreme cold stress;0
955;Краснодар;2005;strong cold stress;0
956;Краснодар;2005;moderate cold stress;0
957;Краснодар;2005;slight cold stress;3
958;Краснодар;2005;no thermal stress;14
959;Краснодар;2005;slight heat stress;33
960;Краснодар;2005;moderate heat stress;55
961;Краснодар;2005;strong heat stress;41
962;Краснодар;2005;extreme heat stress;7
963;Краснодар;2006;extreme cold stress;0
964;Краснодар;2006;strong cold stress;0
965;Краснодар;2006;moderate cold stress;2
966;Краснодар;2006;slight cold stress;3
967;Краснодар;2006;no thermal stress;21
968;Краснодар;2006;slight heat stress;33
969;Краснодар;2006;moderate heat stress;42
970;Краснодар;2006;strong heat stress;34
971;Краснодар;2006;extreme heat stress;18
972;Краснодар;2007;extreme cold stress;0
973;Краснодар;2007;strong cold stress;0
974;Краснодар;2007;moderate cold stress;0
975;Краснодар;2007;slight cold stress;6
976;Краснодар;2007;no thermal stress;9
977;Краснодар;2007;slight heat stress;25
978;Краснодар;2007;moderate heat stress;29
979;Краснодар;2007;strong heat stress;54
980;Краснодар;2007;extreme heat stress;30
981;Краснодар;2008;extreme cold stress;0
982;Краснодар;2008;strong cold stress;0
983;Краснодар;2008;moderate cold stress;2
984;Краснодар;2008;slight cold stress;12
985;Краснодар;2008;no thermal stress;21
986;Краснодар;2008;slight heat stress;37
987;Краснодар;2008;moderate heat stress;41
988;Краснодар;2008;strong heat stress;31
989;Краснодар;2008;extreme heat stress;9
990;Краснодар;2009;extreme cold stress;0
991;Краснодар;2009;strong cold stress;0
992;Краснодар;2009;moderate cold stress;2
993;Краснодар;2009;slight cold stress;11
994;Краснодар;2009;no thermal stress;14
995;Краснодар;2009;slight heat stress;37
996;Краснодар;2009;moderate heat stress;41
997;Краснодар;2009;strong heat stress;40
998;Краснодар;2009;extreme heat stress;8
999;Краснодар;2010;extreme cold stress;0
1000;Краснодар;2010;strong cold stress;0
1001;Краснодар;2010;moderate cold stress;0
1002;Краснодар;2010;slight cold stress;2
1003;Краснодар;2010;no thermal stress;16
1004;Краснодар;2010;slight heat stress;20
1005;Краснодар;2010;moderate heat stress;41
1006;Краснодар;2010;strong heat stress;45
1007;Краснодар;2010;extreme heat stress;29
1008;Краснодар;2011;extreme cold stress;0
1009;Краснодар;2011;strong cold stress;0
1010;Краснодар;2011;moderate cold stress;1
1011;Краснодар;2011;slight cold stress;5
1012;Краснодар;2011;no thermal stress;15
1013;Краснодар;2011;slight heat stress;51
1014;Краснодар;2011;moderate heat stress;43
1015;Краснодар;2011;strong heat stress;28
1016;Краснодар;2011;extreme heat stress;10
1017;Краснодар;2012;extreme cold stress;0
1018;Краснодар;2012;strong cold stress;0
1019;Краснодар;2012;moderate cold stress;0
1020;Краснодар;2012;slight cold stress;2
1021;Краснодар;2012;no thermal stress;7
1022;Краснодар;2012;slight heat stress;22
1023;Краснодар;2012;moderate heat stress;60
1024;Краснодар;2012;strong heat stress;39
1025;Краснодар;2012;extreme heat stress;23
1026;Краснодар;2013;extreme cold stress;0
1027;Краснодар;2013;strong cold stress;0
1028;Краснодар;2013;moderate cold stress;1
1029;Краснодар;2013;slight cold stress;12
1030;Краснодар;2013;no thermal stress;8
1031;Краснодар;2013;slight heat stress;28
1032;Краснодар;2013;moderate heat stress;49
1033;Краснодар;2013;strong heat stress;46
1034;Краснодар;2013;extreme heat stress;9
1035;Краснодар;2014;extreme cold stress;0
1036;Краснодар;2014;strong cold stress;0
1037;Краснодар;2014;moderate cold stress;2
1038;Краснодар;2014;slight cold stress;4
1039;Краснодар;2014;no thermal stress;14
1040;Краснодар;2014;slight heat stress;29
1041;Краснодар;2014;moderate heat stress;40
1042;Краснодар;2014;strong heat stress;54
1043;Краснодар;2014;extreme heat stress;10
1044;Краснодар;2015;extreme cold stress;0
1045;Краснодар;2015;strong cold stress;0
1046;Краснодар;2015;moderate cold stress;0
1047;Краснодар;2015;slight cold stress;5
1048;Краснодар;2015;no thermal stress;10
1049;Краснодар;2015;slight heat stress;26
1050;Краснодар;2015;moderate heat stress;51
1051;Краснодар;2015;strong heat stress;43
1052;Краснодар;2015;extreme heat stress;18
1053;Краснодар;2016;extreme cold stress;0
1054;Краснодар;2016;strong cold stress;0
1055;Краснодар;2016;moderate cold stress;1
1056;Краснодар;2016;slight cold stress;9
1057;Краснодар;2016;no thermal stress;19
1058;Краснодар;2016;slight heat stress;30
1059;Краснодар;2016;moderate heat stress;29
1060;Краснодар;2016;strong heat stress;46
1061;Краснодар;2016;extreme heat stress;19
1062;Краснодар;2017;extreme cold stress;0
1063;Краснодар;2017;strong cold stress;0
1064;Краснодар;2017;moderate cold stress;2
1065;Краснодар;2017;slight cold stress;6
1066;Краснодар;2017;no thermal stress;10
1067;Краснодар;2017;slight heat stress;29
1068;Краснодар;2017;moderate heat stress;35
1069;Краснодар;2017;strong heat stress;45
1070;Краснодар;2017;extreme heat stress;26
1071;Краснодар;2018;extreme cold stress;0
1072;Краснодар;2018;strong cold stress;0
1073;Краснодар;2018;moderate cold stress;0
1074;Краснодар;2018;slight cold stress;5
1075;Краснодар;2018;no thermal stress;5
1076;Краснодар;2018;slight heat stress;24
1077;Краснодар;2018;moderate heat stress;43
1078;Краснодар;2018;strong heat stress;49
1079;Краснодар;2018;extreme heat stress;27
1080;Москва;1979;extreme cold stress;1
1081;Москва;1979;strong cold stress;1
1082;Москва;1979;moderate cold stress;16
1083;Москва;1979;slight cold stress;32
1084;Москва;1979;no thermal stress;44
1085;Москва;1979;slight heat stress;41
1086;Москва;1979;moderate heat stress;18
1087;Москва;1979;strong heat stress;0
1088;Москва;1979;extreme heat stress;0
1089;Москва;1980;extreme cold stress;5
1090;Москва;1980;strong cold stress;15
1091;Москва;1980;moderate cold stress;18
1092;Москва;1980;slight cold stress;42
1093;Москва;1980;no thermal stress;37
1094;Москва;1980;slight heat stress;28
1095;Москва;1980;moderate heat stress;8
1096;Москва;1980;strong heat stress;0
1097;Москва;1980;extreme heat stress;0
1098;Москва;1981;extreme cold stress;1
1099;Москва;1981;strong cold stress;6
1100;Москва;1981;moderate cold stress;19
1101;Москва;1981;slight cold stress;22
1102;Москва;1981;no thermal stress;30
1103;Москва;1981;slight heat stress;40
1104;Москва;1981;moderate heat stress;22
1105;Москва;1981;strong heat stress;13
1106;Москва;1981;extreme heat stress;0
1107;Москва;1982;extreme cold stress;0
1108;Москва;1982;strong cold stress;8
1109;Москва;1982;moderate cold stress;21
1110;Москва;1982;slight cold stress;36
1111;Москва;1982;no thermal stress;47
1112;Москва;1982;slight heat stress;35
1113;Москва;1982;moderate heat stress;5
1114;Москва;1982;strong heat stress;1
1115;Москва;1982;extreme heat stress;0
1116;Москва;1983;extreme cold stress;2
1117;Москва;1983;strong cold stress;3
1118;Москва;1983;moderate cold stress;25
1119;Москва;1983;slight cold stress;28
1120;Москва;1983;no thermal stress;43
1121;Москва;1983;slight heat stress;42
1122;Москва;1983;moderate heat stress;10
1123;Москва;1983;strong heat stress;0
1124;Москва;1983;extreme heat stress;0
1125;Москва;1984;extreme cold stress;0
1126;Москва;1984;strong cold stress;1
1127;Москва;1984;moderate cold stress;23
1128;Москва;1984;slight cold stress;36
1129;Москва;1984;no thermal stress;46
1130;Москва;1984;slight heat stress;36
1131;Москва;1984;moderate heat stress;11
1132;Москва;1984;strong heat stress;0
1133;Москва;1984;extreme heat stress;0
1134;Москва;1985;extreme cold stress;4
1135;Москва;1985;strong cold stress;11
1136;Москва;1985;moderate cold stress;20
1137;Москва;1985;slight cold stress;24
1138;Москва;1985;no thermal stress;43
1139;Москва;1985;slight heat stress;39
1140;Москва;1985;moderate heat stress;11
1141;Москва;1985;strong heat stress;1
1142;Москва;1985;extreme heat stress;0
1143;Москва;1986;extreme cold stress;9
1144;Москва;1986;strong cold stress;7
1145;Москва;1986;moderate cold stress;20
1146;Москва;1986;slight cold stress;30
1147;Москва;1986;no thermal stress;27
1148;Москва;1986;slight heat stress;45
1149;Москва;1986;moderate heat stress;15
1150;Москва;1986;strong heat stress;0
1151;Москва;1986;extreme heat stress;0
1152;Москва;1987;extreme cold stress;3
1153;Москва;1987;strong cold stress;10
1154;Москва;1987;moderate cold stress;23
1155;Москва;1987;slight cold stress;38
1156;Москва;1987;no thermal stress;35
1157;Москва;1987;slight heat stress;38
1158;Москва;1987;moderate heat stress;6
1159;Москва;1987;strong heat stress;0
1160;Москва;1987;extreme heat stress;0
1161;Москва;1988;extreme cold stress;2
1162;Москва;1988;strong cold stress;4
1163;Москва;1988;moderate cold stress;24
1164;Москва;1988;slight cold stress;22
1165;Москва;1988;no thermal stress;36
1166;Москва;1988;slight heat stress;39
1167;Москва;1988;moderate heat stress;24
1168;Москва;1988;strong heat stress;2
1169;Москва;1988;extreme heat stress;0
1170;Москва;1989;extreme cold stress;0
1171;Москва;1989;strong cold stress;4
1172;Москва;1989;moderate cold stress;8
1173;Москва;1989;slight cold stress;40
1174;Москва;1989;no thermal stress;38
1175;Москва;1989;slight heat stress;42
1176;Москва;1989;moderate heat stress;20
1177;Москва;1989;strong heat stress;1
1178;Москва;1989;extreme heat stress;0
1179;Москва;1990;extreme cold stress;2
1180;Москва;1990;strong cold stress;13
1181;Москва;1990;moderate cold stress;34
1182;Москва;1990;slight cold stress;39
1183;Москва;1990;no thermal stress;34
1184;Москва;1990;slight heat stress;25
1185;Москва;1990;moderate heat stress;6
1186;Москва;1990;strong heat stress;0
1187;Москва;1990;extreme heat stress;0
1188;Москва;1991;extreme cold stress;1
1189;Москва;1991;strong cold stress;6
1190;Москва;1991;moderate cold stress;17
1191;Москва;1991;slight cold stress;40
1192;Москва;1991;no thermal stress;42
1193;Москва;1991;slight heat stress;29
1194;Москва;1991;moderate heat stress;14
1195;Москва;1991;strong heat stress;4
1196;Москва;1991;extreme heat stress;0
1197;Москва;1992;extreme cold stress;0
1198;Москва;1992;strong cold stress;1
1199;Москва;1992;moderate cold stress;22
1200;Москва;1992;slight cold stress;44
1201;Москва;1992;no thermal stress;25
1202;Москва;1992;slight heat stress;33
1203;Москва;1992;moderate heat stress;26
1204;Москва;1992;strong heat stress;2
1205;Москва;1992;extreme heat stress;0
1206;Москва;1993;extreme cold stress;8
1207;Москва;1993;strong cold stress;9
1208;Москва;1993;moderate cold stress;21
1209;Москва;1993;slight cold stress;37
1210;Москва;1993;no thermal stress;41
1211;Москва;1993;slight heat stress;36
1212;Москва;1993;moderate heat stress;1
1213;Москва;1993;strong heat stress;0
1214;Москва;1993;extreme heat stress;0
1215;Москва;1994;extreme cold stress;1
1216;Москва;1994;strong cold stress;9
1217;Москва;1994;moderate cold stress;16
1218;Москва;1994;slight cold stress;51
1219;Москва;1994;no thermal stress;43
1220;Москва;1994;slight heat stress;27
1221;Москва;1994;moderate heat stress;6
1222;Москва;1994;strong heat stress;0
1223;Москва;1994;extreme heat stress;0
1224;Москва;1995;extreme cold stress;1
1225;Москва;1995;strong cold stress;6
1226;Москва;1995;moderate cold stress;19
1227;Москва;1995;slight cold stress;25
1228;Москва;1995;no thermal stress;30
1229;Москва;1995;slight heat stress;46
1230;Москва;1995;moderate heat stress;25
1231;Москва;1995;strong heat stress;1
1232;Москва;1995;extreme heat stress;0
1233;Москва;1996;extreme cold stress;6
1234;Москва;1996;strong cold stress;7
1235;Москва;1996;moderate cold stress;13
1236;Москва;1996;slight cold stress;27
1237;Москва;1996;no thermal stress;39
1238;Москва;1996;slight heat stress;42
1239;Москва;1996;moderate heat stress;16
1240;Москва;1996;strong heat stress;3
1241;Москва;1996;extreme heat stress;0
1242;Москва;1997;extreme cold stress;3
1243;Москва;1997;strong cold stress;12
1244;Москва;1997;moderate cold stress;23
1245;Москва;1997;slight cold stress;30
1246;Москва;1997;no thermal stress;23
1247;Москва;1997;slight heat stress;45
1248;Москва;1997;moderate heat stress;15
1249;Москва;1997;strong heat stress;2
1250;Москва;1997;extreme heat stress;0
1251;Москва;1998;extreme cold stress;3
1252;Москва;1998;strong cold stress;8
1253;Москва;1998;moderate cold stress;20
1254;Москва;1998;slight cold stress;39
1255;Москва;1998;no thermal stress;37
1256;Москва;1998;slight heat stress;24
1257;Москва;1998;moderate heat stress;20
1258;Москва;1998;strong heat stress;2
1259;Москва;1998;extreme heat stress;0
1260;Москва;1999;extreme cold stress;6
1261;Москва;1999;strong cold stress;9
1262;Москва;1999;moderate cold stress;22
1263;Москва;1999;slight cold stress;19
1264;Москва;1999;no thermal stress;34
1265;Москва;1999;slight heat stress;33
1266;Москва;1999;moderate heat stress;25
1267;Москва;1999;strong heat stress;5
1268;Москва;1999;extreme heat stress;0
1269;Москва;2000;extreme cold stress;5
1270;Москва;2000;strong cold stress;9
1271;Москва;2000;moderate cold stress;23
1272;Москва;2000;slight cold stress;31
1273;Москва;2000;no thermal stress;42
1274;Москва;2000;slight heat stress;34
1275;Москва;2000;moderate heat stress;9
1276;Москва;2000;strong heat stress;0
1277;Москва;2000;extreme heat stress;0
1278;Москва;2001;extreme cold stress;1
1279;Москва;2001;strong cold stress;8
1280;Москва;2001;moderate cold stress;18
1281;Москва;2001;slight cold stress;26
1282;Москва;2001;no thermal stress;44
1283;Москва;2001;slight heat stress;35
1284;Москва;2001;moderate heat stress;19
1285;Москва;2001;strong heat stress;2
1286;Москва;2001;extreme heat stress;0
1287;Москва;2002;extreme cold stress;1
1288;Москва;2002;strong cold stress;6
1289;Москва;2002;moderate cold stress;16
1290;Москва;2002;slight cold stress;20
1291;Москва;2002;no thermal stress;40
1292;Москва;2002;slight heat stress;37
1293;Москва;2002;moderate heat stress;27
1294;Москва;2002;strong heat stress;6
1295;Москва;2002;extreme heat stress;0
1296;Москва;2003;extreme cold stress;1
1297;Москва;2003;strong cold stress;4
1298;Москва;2003;moderate cold stress;18
1299;Москва;2003;slight cold stress;45
1300;Москва;2003;no thermal stress;36
1301;Москва;2003;slight heat stress;38
1302;Москва;2003;moderate heat stress;11
1303;Москва;2003;strong heat stress;0
1304;Москва;2003;extreme heat stress;0
1305;Москва;2004;extreme cold stress;0
1306;Москва;2004;strong cold stress;4
1307;Москва;2004;moderate cold stress;26
1308;Москва;2004;slight cold stress;36
1309;Москва;2004;no thermal stress;40
1310;Москва;2004;slight heat stress;36
1311;Москва;2004;moderate heat stress;11
1312;Москва;2004;strong heat stress;0
1313;Москва;2004;extreme heat stress;0
1314;Москва;2005;extreme cold stress;0
1315;Москва;2005;strong cold stress;1
1316;Москва;2005;moderate cold stress;13
1317;Москва;2005;slight cold stress;35
1318;Москва;2005;no thermal stress;50
1319;Москва;2005;slight heat stress;42
1320;Москва;2005;moderate heat stress;12
1321;Москва;2005;strong heat stress;0
1322;Москва;2005;extreme heat stress;0
1323;Москва;2006;extreme cold stress;0
1324;Москва;2006;strong cold stress;3
1325;Москва;2006;moderate cold stress;8
1326;Москва;2006;slight cold stress;51
1327;Москва;2006;no thermal stress;39
1328;Москва;2006;slight heat stress;31
1329;Москва;2006;moderate heat stress;18
1330;Москва;2006;strong heat stress;3
1331;Москва;2006;extreme heat stress;0
1332;Москва;2007;extreme cold stress;0
1333;Москва;2007;strong cold stress;7
1334;Москва;2007;moderate cold stress;15
1335;Москва;2007;slight cold stress;22
1336;Москва;2007;no thermal stress;39
1337;Москва;2007;slight heat stress;41
